,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,https://tripadvisor.com
77,Bistrot Neuf Amsterdam,Amsterdam,"'French', 'European', 'Vegetarian Friendly'",78,4.5,$$ - $$$,546,"'Special “Specials”', 'First time and very memerable', '12/17/2017', '12/13/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d2054448-Reviews-Bistrot_Neuf_Amsterdam-Amsterdam_North_Holland_Province.html
78,Vlaams Friteshuis Vleminckx,Amsterdam,"'Belgian', 'Dutch', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options'",79,4.5,$,1313,"'Vleminckx sausmeesters fries', 'Good but not amazzzzzing', '01/09/2018', '01/08/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1935384-Reviews-Vlaams_Friteshuis_Vleminckx-Amsterdam_North_Holland_Province.html
79,Bagels & Beans,Amsterdam,"'American', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",80,4.5,$,1294,"'It was meant to be', 'Nice Spot', '01/09/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1194838-Reviews-Bagels_Beans-Amsterdam_North_Holland_Province.html
80,Cafe Piazza,Amsterdam,"'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",81,4.5,$$ - $$$,681,"'Great Italian', 'Amazing', '01/07/2018', '01/07/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1820979-Reviews-Cafe_Piazza-Amsterdam_North_Holland_Province.html
81,Restaurant RED,Amsterdam,"'Steakhouse', 'Seafood', 'European', 'International'",82,4.5,$$ - $$$,1113,"'The best surf n turf', 'Impeccable food and service', '01/03/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d786244-Reviews-Restaurant_RED-Amsterdam_North_Holland_Province.html
82,De Belhamel,Amsterdam,"'French', 'Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",83,4.5,$$$$,1170,"'Romantic great food', 'Superb in every way - delightful meal on t...', '01/09/2018', '01/08/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d696913-Reviews-De_Belhamel-Amsterdam_North_Holland_Province.html
83,Barbeque Castell,Amsterdam,"'Steakhouse', 'Barbecue', 'European', 'Gluten Free Options'",84,4.5,$$ - $$$,706,"'Atmospheric Steak', 'Very good.. recommended', '01/08/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d753106-Reviews-Barbeque_Castell-Amsterdam_North_Holland_Province.html
84,Seasons Restaurant,Amsterdam,"'Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",85,4.5,$$ - $$$,1470,"'Above average Amsterdam', 'Excellent Choice!', '12/10/2017', '11/20/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d697013-Reviews-Seasons_Restaurant-Amsterdam_North_Holland_Province.html
85,Burger Bar,Amsterdam,"'American', 'Fast Food'",86,4.5,$,1379,"'Great burger', 'Juicy Burgers!', '01/03/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1799904-Reviews-Burger_Bar-Amsterdam_North_Holland_Province.html
86,Ava Cyril,Amsterdam,"'Steakhouse', 'Italian', 'Pizza', 'Seafood', 'Vegetarian Friendly', 'Gluten Free Options'",87,4.5,$$ - $$$,377,"'Pizza', 'Friendly and quirky', '01/08/2018', '01/06/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d5114123-Reviews-Ava_Cyril-Amsterdam_North_Holland_Province.html
87,Restaurant Lt. Cornelis,Amsterdam,"'Dutch', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",88,4.5,$$ - $$$,374,"'Amazing food', 'Wonderful!', '01/08/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d9804688-Reviews-Restaurant_Lt_Cornelis-Amsterdam_North_Holland_Province.html
88,Restaurant Tomaz,Amsterdam,"'Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",89,4.5,$$ - $$$,909,"'Two votes indeed one', 'Warm service from Anne in a cold weather', '01/02/2018', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d1132828-Reviews-Restaurant_Tomaz-Amsterdam_North_Holland_Province.html
89,Koh-i-Noor,Amsterdam,"'Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",90,4.5,$$ - $$$,1654,"'Great food', 'Wonderful visit, v busy', '12/30/2017', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d1419042-Reviews-Koh_i_Noor-Amsterdam_North_Holland_Province.html
90,Cannibale Royale,Amsterdam,"'American', 'Steakhouse', 'Bar', 'Barbecue', 'European', 'Grill', 'Gluten Free Options'",91,4.5,$$ - $$$,888,"'favorite in amsterdam!', 'Outstanding atmosphere and great food and...', '01/05/2018', '01/04/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d6509650-Reviews-Cannibale_Royale-Amsterdam_North_Holland_Province.html
91,Cafe de Klos,Amsterdam,"'American', 'Steakhouse', 'Dutch', 'Bar', 'Barbecue', 'European'",92,4.5,$$ - $$$,1833,"'Ribs that will give you an orgazem', 'Great restaurant', '01/08/2018', '01/07/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d696918-Reviews-Cafe_de_Klos-Amsterdam_North_Holland_Province.html
92,Van Speyk,Amsterdam,"'French', 'Dutch', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",93,4.5,$$ - $$$,1129,"'moderately priced dutch food', 'Good dinner', '01/07/2018', '01/06/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d2413678-Reviews-Van_Speyk-Amsterdam_North_Holland_Province.html
93,Foodhallen,Amsterdam,"'Asian', 'Italian', 'French', 'American', 'Indian', 'Dutch', 'Bar', 'Seafood', 'Fast Food', 'Mediterranean', 'Sushi', 'European', 'Spanish', 'Korean', 'Turkish', 'Grill', 'Vietnamese', 'Street Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",94,4.5,$$ - $$$,1480,"'Amazing place, great food & vibe - you MUS...', 'So Many Incredible Choices', '01/09/2018', '01/09/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d7231902-Reviews-Foodhallen-Amsterdam_North_Holland_Province.html
94,stout,Amsterdam,"'Dutch', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options'",95,4.5,$$ - $$$,508,"'Finer dining', 'Quick light bite', '12/29/2017', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d697075-Reviews-Stout-Amsterdam_North_Holland_Province.html
95,Venus & Adonis,Amsterdam,"'French', 'Dutch', 'International', 'European', 'Grill', 'Steakhouse', 'Vegetarian Friendly', 'Gluten Free Options'",96,4.5,$$ - $$$,496,"'nice room', 'Great Christmas dinner!', '01/07/2018', '01/07/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d8669315-Reviews-Venus_Adonis-Amsterdam_North_Holland_Province.html
96,Vegan Junk Food Bar,Amsterdam,"'American', 'Bar', 'Fast Food', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",97,4.5,$,94,"'Loved it!!!!!', 'Incredible.', '01/08/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d12446526-Reviews-Vegan_Junk_Food_Bar-Amsterdam_North_Holland_Province.html
97,Norling Restaurant Amsterdam,Amsterdam,"'Tibetan', 'Nepali', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",98,4.5,$$ - $$$,637,"'A pleasant surprise', 'Excellent Food, intimate atmosphere', '12/19/2017', '11/28/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d4134378-Reviews-Norling_Restaurant_Amsterdam-Amsterdam_North_Holland_Province.html
98,Pasta e Basta,Amsterdam,"'Italian', 'International', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options'",99,4.5,$$ - $$$,867,"'New Years Eve at Pasta e Basta - Amazing!', 'Go for the experience', '01/04/2018', '01/02/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d696983-Reviews-Pasta_e_Basta-Amsterdam_North_Holland_Province.html
99,Looks Restaurant,Amsterdam,"'Dutch', 'French', 'Seafood', 'International', 'European', 'Vegetarian Friendly', 'Gluten Free Options'",100,4.5,$$ - $$$,563,"'Pretty good', 'Excellent meal, friendly service and delic...', '01/06/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d1310359-Reviews-Looks_Restaurant-Amsterdam_North_Holland_Province.html
100,Molly Malone's Irish Pub,Amsterdam,"'Irish', 'Bar', 'European', 'British', 'Pub', 'International', 'Vegetarian Friendly'",101,4.5,$$ - $$$,696,"'A must', 'Warm and friendly bar', '01/06/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d1986862-Reviews-Molly_Malone_s_Irish_Pub-Amsterdam_North_Holland_Province.html
101,Stoop & Stoop Eetcafe,Amsterdam,"'Dutch', 'Bar', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",102,4.5,$$ - $$$,475,"'Excellent experience. A MUST if You`re vis...', 'Great Dutch Food', '01/04/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1724981-Reviews-Stoop_Stoop_Eetcafe-Amsterdam_North_Holland_Province.html
102,Rijks,Amsterdam,"'Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",103,4.5,$$$$,1088,"'Very good with reservations', 'Rounded of an excellent Rijksmuseum experi...', '01/09/2018', '01/08/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d7222366-Reviews-Rijks-Amsterdam_North_Holland_Province.html
103,Kartika,Amsterdam,"'Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options'",104,4.5,$$ - $$$,1056,"'Rijstaffel on a rice plate!', 'couple dinner', '01/08/2018', '01/06/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1047813-Reviews-Kartika-Amsterdam_North_Holland_Province.html
104,The Lobby Fizeaustraat,Amsterdam,"'Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",105,4.5,$$ - $$$,174,"'Great for dinner', 'Amazing Breakfast!!!', '12/25/2017', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d10438353-Reviews-The_Lobby_Fizeaustraat-Amsterdam_North_Holland_Province.html
105,Dignita Vondelpark,Amsterdam,"'Dutch', 'Cafe', 'International', 'European', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options'",106,4.5,$$ - $$$,160,"'Pancake', 'Best brunch in Amsterdam', '01/07/2018', '12/17/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d8534410-Reviews-Dignita_Vondelpark-Amsterdam_North_Holland_Province.html
106,Geflipt Burgers - De Pijp,Amsterdam,"'Bar', 'European', 'American', 'Vegetarian Friendly'",107,4.5,$$ - $$$,409,"'GREAT!', 'Really good burgers!', '01/09/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d7058097-Reviews-Geflipt_Burgers_De_Pijp-Amsterdam_North_Holland_Province.html
107,Ristorante Italia Oggi,Amsterdam,"'Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options'",108,4.5,$$ - $$$,761,"'Picked a winner!', 'Excellent! A little taste of Italy in the...', '01/07/2018', '01/05/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d2249868-Reviews-Ristorante_Italia_Oggi-Amsterdam_North_Holland_Province.html
108,Bakers & Roasters,Amsterdam,"'New Zealand', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",109,4.5,$$ - $$$,181,"'Great cafe with excellent food and coffee', 'Best Breakfast in Amsterdam', '01/03/2018', '12/29/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d8863669-Reviews-Bakers_Roasters-Amsterdam_North_Holland_Province.html
109,Jansz.,Amsterdam,"'French', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",110,4.5,$$ - $$$,410,"'Great for a special occasion or a casual d...', 'Great ambience and food', '01/05/2018', '01/02/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d9697066-Reviews-Jansz-Amsterdam_North_Holland_Province.html
110,Wurst & Schnitzelhaus Prinsengracht,Amsterdam,"'Pub', 'German', 'Bar', 'European', 'Gluten Free Options'",111,4.5,$$ - $$$,302,"'It was a great experience', 'Not perfect but not bad', '01/05/2018', '01/01/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d6613171-Reviews-Wurst_Schnitzelhaus_Prinsengracht-Amsterdam_North_Holland_Province.html
111,La Perla,Amsterdam,"'Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options'",112,4.5,$$ - $$$,690,"'PORCHETTA meets PIZZA', 'Very nice experience and good food too!', '01/10/2018', '01/09/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1770168-Reviews-La_Perla-Amsterdam_North_Holland_Province.html
112,De Biertuin,Amsterdam,"'Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly'",113,4.5,$$ - $$$,318,"'Perfect match with Brouwerij ‘T Ij', 'Great place for beer', '01/02/2018', '12/26/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d3364291-Reviews-De_Biertuin-Amsterdam_North_Holland_Province.html
113,Locanda,Amsterdam,"'Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options'",114,5,$$ - $$$,93,"'Gorgeous food', 'What am absolutely amazing place!', '11/11/2017', '10/28/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d12212540-Reviews-Locanda-Amsterdam_North_Holland_Province.html
114,Dwaze Zaken,Amsterdam,"'French', 'Dutch', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",115,4.5,$$ - $$$,388,"'Cute and delicious', 'Great coffee', '12/27/2017', '12/18/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d1312322-Reviews-Dwaze_Zaken-Amsterdam_North_Holland_Province.html
115,Restaurant Black and Blue,Amsterdam,"'Steakhouse', 'European', 'International', 'Gluten Free Options', 'Vegetarian Friendly'",116,4.5,$$ - $$$,1044,"'Perfection', 'Delicious', '01/08/2018', '01/07/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d6978678-Reviews-Restaurant_Black_and_Blue-Amsterdam_North_Holland_Province.html
116,IL Pacioccone,Amsterdam,"'Mediterranean', 'Italian', 'European', 'Vegetarian Friendly'",117,4.5,$$ - $$$,1307,"'Real Italian food', 'Super lunch in Amsterdam', '01/07/2018', '12/30/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d4548131-Reviews-IL_Pacioccone-Amsterdam_North_Holland_Province.html
117,Visaandeschelde,Amsterdam,"'Dutch', 'Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options'",118,4.5,$$$$,522,"'Fabulous dinner!', 'Excellent food, but too crowded and loud', '12/17/2017', '12/14/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d697050-Reviews-Visaandeschelde-Amsterdam_North_Holland_Province.html
118,Toro Dorado / Quality Steaks,Amsterdam,"'Steakhouse', 'International', 'Grill'",119,4.5,$$$$,1160,"'Really good quality food !', 'Very good Argentinian steak house', '01/09/2018', '01/07/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1425825-Reviews-Toro_Dorado_Quality_Steaks-Amsterdam_North_Holland_Province.html
119,Restaurant Olijfje,Amsterdam,"'Mediterranean', 'European', 'Spanish', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options'",120,4.5,$$ - $$$,335,"'Fabulous find! :)', 'Perfect NYE Meal', '01/04/2018', '01/03/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d2044977-Reviews-Restaurant_Olijfje-Amsterdam_North_Holland_Province.html
120,Ristorante Savini,Amsterdam,"'Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",121,4.5,$$ - $$$,664,"'Excellent little Italian!', 'Good pasta savini', '01/08/2018', '01/07/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d2044907-Reviews-Ristorante_Savini-Amsterdam_North_Holland_Province.html
121,Calf & Bloom,Amsterdam,"'Bar', 'Cafe', 'European', 'Dutch', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",122,4.5,$$ - $$$,289,"'Absolutely 5* food and service.', 'Nice informal place', '01/08/2018', '01/02/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d4310535-Reviews-Calf_Bloom-Amsterdam_North_Holland_Province.html
122,Gollem's Proeflokaal,Amsterdam,"'Belgian', 'Dutch', 'Bar', 'European', 'Pub'",123,4.5,$$ - $$$,318,"'Unmissable!!!', 'Good beer good food', '01/09/2018', '01/06/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d2405892-Reviews-Gollem_s_Proeflokaal-Amsterdam_North_Holland_Province.html
123,Pianeta Terra,Amsterdam,"'Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options'",124,4.5,$$ - $$$,250,"'excellent italian slow food', 'Nice experience , but we were not wowed', '12/25/2017', '12/08/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d1101252-Reviews-Pianeta_Terra-Amsterdam_North_Holland_Province.html
124,Wok to Walk,Amsterdam,"'Fast Food', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",125,4.5,$,1998,"'The perfect place for a quick bite', 'best iv had , better than UK', '01/08/2018', '01/08/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1028391-Reviews-Wok_to_Walk-Amsterdam_North_Holland_Province.html
125,Yamazato Restaurant,Amsterdam,"'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",126,4.5,$$$$,1006,"'Amazing menu. Incredible atmosphere', 'Excellent japanese dinner', '01/08/2018', '01/04/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d693553-Reviews-Yamazato_Restaurant-Amsterdam_North_Holland_Province.html
126,De Nachtwacht,Amsterdam,"'Steakhouse', 'Dutch', 'Bar', 'Barbecue', 'European', 'Gluten Free Options'",127,4.5,$$ - $$$,968,"'Ribs steak beer wine and atmosphere', 'Consistently good for many years', '01/09/2018', '01/06/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d2066520-Reviews-De_Nachtwacht-Amsterdam_North_Holland_Province.html
127,Arles,Amsterdam,"'French', 'Vegetarian Friendly', 'Vegan Options'",128,5,$$ - $$$,87,"'Dinner with Family and Friends', 'Casual fine dining', '12/21/2017', '12/03/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d11671406-Reviews-Arles-Amsterdam_North_Holland_Province.html
128,La Oliva,Amsterdam,"'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",129,4.5,$$ - $$$,642,"'great Spanish evening', 'Excellent Pinxos!', '01/03/2018', '01/02/2018'",https://tripadvisor.com/Restaurant_Review-g188590-d1059001-Reviews-La_Oliva-Amsterdam_North_Holland_Province.html
129,"Cafe de Dam, Louis Bar",Amsterdam,'Pub',130,4.5,$,272,"'The place to be!', 'Good Surprise....', '01/08/2018', '12/18/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d3726256-Reviews-Cafe_de_Dam_Louis_Bar-Amsterdam_North_Holland_Province.html
130,The Good Companion,Amsterdam,"'Bar', 'Seafood', 'European', 'British', 'Gastropub', 'Pub', 'Vegetarian Friendly'",131,5,$$ - $$$,80,"'Excellent Fish and Chips', 'Excellent fish and chips', '12/24/2017', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d12526899-Reviews-The_Good_Companion-Amsterdam_North_Holland_Province.html
131,Thaise Snackbar Bird,Amsterdam,"'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options'",132,4.5,$,436,"'Third visit', 'Very Tasty', '12/22/2017', '12/22/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d6600036-Reviews-Thaise_Snackbar_Bird-Amsterdam_North_Holland_Province.html
132,Kinnaree Thai Cuisine,Amsterdam,"'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",133,4.5,$$ - $$$,512,"'Good Thai food', 'Really nice food', '11/13/2017', '11/08/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d783382-Reviews-Kinnaree_Thai_Cuisine-Amsterdam_North_Holland_Province.html
133,Blue Amsterdam,Amsterdam,"'Dutch', 'Bar', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options'",134,4.5,$$ - $$$,508,"'Last meal of the trip', 'Hidden away spot', '01/09/2018', '12/26/2017'",https://tripadvisor.com/Restaurant_Review-g188590-d2035406-Reviews-Blue_Amsterdam-Amsterdam_North_Holland_Province.html
